Liga,time,pct_marcou_1gol_casa,pct_marcou_1gol_fora,pct_marcou_1gol_geral,avg_min_marcou_1gol_casa,avg_min_marcou_1gol_fora,avg_min_sofreu_1gol_casa,avg_min_sofreu_1gol_fora,dp_min_marcou_1gol_casa,dp_min_marcou_1gol_fora,dp_min_sofreu_1gol_casa,dp_min_sofreu_1gol_fora,cv_min_marcou_1gol_casa,cv_min_marcou_1gol_fora,cv_min_sofreu_1gol_casa,cv_min_sofreu_1gol_fora,n_marcou_1gol_casa,n_sofreu_1gol_casa,n_marcou_1gol_fora,n_sofreu_1gol_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Italia_1 Serie A,Como,63,50,57,16.2,26.1,23.8,28.4,13.4,21.9,18.6,28.5,82.5,83.8,78.3,100.2,10,4,7,5,35.7,8.3,21.4,25.0,0.0,0.0,7.1,16.7,7.1,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0
Italia_1 Serie A,Cremonese,36,25,30,35.2,29.2,27.0,34.1,32.0,20.5,31.3,30.8,90.9,69.9,115.8,90.3,5,6,4,10,18.2,7.1,0.0,0.0,0.0,7.1,9.1,7.1,0.0,0.0,9.1,7.1,0.0,0.0,9.1,0.0,0.0,0.0
Italia_1 Serie A,Fiorentina,40,40,40,37.1,33.7,22.0,34.7,32.4,22.8,14.2,22.6,87.3,67.6,64.4,65.0,7,7,6,7,7.1,7.7,14.3,7.7,7.1,15.4,0.0,0.0,7.1,0.0,0.0,7.7,7.1,7.7,0.0,0.0,7.1,0.0
Italia_1 Serie A,Genoa,38,57,47,18.8,32.8,37.9,28.5,17.5,20.1,35.4,20.1,92.7,61.5,93.5,70.6,6,8,8,4,14.3,8.3,14.3,16.7,7.1,8.3,0.0,16.7,0.0,0.0,7.1,0.0,0.0,16.7,0.0,0.0,0.0,0.0
Italia_1 Serie A,Hellas Verona,21,19,20,21.3,26.3,33.2,28.4,7.6,13.8,28.8,20.2,35.8,52.4,86.7,71.2,3,9,3,10,0.0,0.0,8.3,7.7,16.7,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italia_1 Serie A,Inter Milan,87,80,83,25.8,28.0,32.5,27.3,22.9,27.2,30.4,11.6,89.0,97.2,93.6,42.4,13,2,12,3,20.0,26.7,33.3,26.7,6.7,0.0,13.3,0.0,0.0,6.7,0.0,0.0,6.7,13.3,6.7,6.7,0.0,0.0
Italia_1 Serie A,Juventus,53,60,57,28.0,37.5,35.2,27.0,21.1,28.8,16.1,23.7,75.2,76.7,45.9,87.9,8,5,8,7,7.7,6.7,23.1,20.0,7.7,0.0,0.0,6.7,7.7,0.0,15.4,0.0,0.0,6.7,0.0,13.3,0.0,0.0
Italia_1 Serie A,Lazio,60,40,50,31.1,60.7,22.0,38.4,23.5,30.6,16.8,26.4,75.5,50.5,76.5,68.7,9,5,6,5,21.4,9.1,0.0,0.0,14.3,0.0,7.1,0.0,0.0,9.1,14.3,0.0,7.1,0.0,0.0,27.3,0.0,9.1
Italia_1 Serie A,Lecce,47,40,43,19.7,31.2,48.8,46.9,24.4,22.5,29.3,22.8,123.7,72.2,60.0,48.7,7,5,6,8,25.0,7.1,16.7,7.1,8.3,7.1,0.0,7.1,0.0,7.1,0.0,0.0,0.0,7.1,8.3,0.0,0.0,0.0
Italia_1 Serie A,Napoli,57,56,57,27.0,19.6,14.8,27.4,30.1,21.2,13.3,26.4,111.6,108.6,90.3,96.1,8,4,9,7,25.0,18.8,16.7,25.0,0.0,0.0,16.7,6.2,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,8.3,0.0
Italia_1 Serie A,Parma,27,27,27,22.2,58.0,43.9,26.6,23.4,35.1,27.6,25.7,105.0,60.6,62.8,96.9,4,9,4,7,15.4,0.0,0.0,9.1,0.0,0.0,7.7,9.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,9.1
Italia_1 Serie A,Pisa,13,40,27,42.0,18.7,55.6,28.9,46.7,14.7,25.3,24.0,111.1,78.9,45.5,83.0,2,10,6,8,8.3,7.1,0.0,21.4,0.0,7.1,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0
Italia_1 Serie A,Roma,73,53,63,45.0,22.5,40.8,41.7,21.8,16.6,25.9,24.0,48.5,73.9,63.6,57.4,11,4,8,7,6.7,13.3,6.7,20.0,6.7,6.7,6.7,6.7,6.7,0.0,26.7,6.7,6.7,0.0,6.7,0.0,0.0,0.0
Italia_1 Serie A,Sassuolo,40,33,37,26.0,38.4,18.1,24.6,25.3,23.6,18.7,24.2,97.1,61.3,103.0,98.4,6,9,5,9,13.3,0.0,6.7,7.1,6.7,14.3,6.7,0.0,0.0,0.0,0.0,7.1,6.7,0.0,0.0,7.1,0.0,0.0
Italia_1 Serie A,Torino,47,40,43,21.3,35.4,30.1,19.9,10.8,25.5,16.5,11.2,50.8,72.1,54.7,56.4,7,7,5,8,14.3,7.7,0.0,7.7,28.6,7.7,7.1,0.0,0.0,0.0,0.0,7.7,0.0,7.7,0.0,0.0,0.0,0.0
Italia_1 Serie A,Udinese,47,40,43,35.9,33.8,37.9,21.7,24.5,21.7,21.2,23.3,68.3,64.1,56.1,107.6,7,8,6,9,13.3,0.0,6.7,13.3,0.0,6.7,6.7,6.7,6.7,6.7,6.7,0.0,0.0,6.7,6.7,0.0,0.0,0.0
Italia_2 Serie B,Avellino,56,25,41,33.9,34.5,35.0,28.8,27.2,21.9,31.3,22.3,80.4,63.6,89.4,77.4,8,6,4,12,14.3,6.2,0.0,0.0,7.1,6.2,21.4,0.0,7.1,0.0,0.0,12.5,0.0,0.0,0.0,0.0,7.1,0.0
Italia_2 Serie B,Bari 1908,31,38,34,46.4,27.0,32.0,31.8,24.7,19.3,19.2,24.1,53.3,71.5,59.9,75.8,5,10,6,8,6.7,14.3,0.0,0.0,0.0,7.1,0.0,7.1,13.3,7.1,6.7,7.1,0.0,0.0,6.7,0.0,0.0,0.0
Italia_2 Serie B,Calcio Padova,38,38,38,16.0,39.0,39.3,42.3,7.1,17.9,26.3,27.1,44.5,46.0,66.9,64.0,6,10,6,9,6.2,6.7,25.0,0.0,6.2,0.0,0.0,13.3,0.0,6.7,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0
Italia_2 Serie B,Carrarese,44,38,41,32.3,26.7,30.5,23.7,24.0,22.8,17.2,15.0,74.4,85.5,56.5,63.4,7,4,6,10,18.2,12.5,9.1,6.2,9.1,0.0,0.0,0.0,9.1,18.8,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0
Italia_2 Serie B,Catanzaro,53,56,55,38.1,24.8,15.2,30.7,16.8,14.4,10.5,32.9,44.1,58.3,69.2,107.4,8,6,8,6,7.1,14.3,0.0,7.1,14.3,21.4,0.0,7.1,21.4,7.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italia_2 Serie B,Cesena,56,44,50,33.0,37.9,35.1,31.5,22.9,21.2,11.3,23.9,69.4,56.1,32.2,76.0,8,8,7,8,6.2,6.7,6.2,0.0,12.5,6.7,12.5,20.0,6.2,0.0,0.0,6.7,0.0,0.0,0.0,6.7,6.2,0.0
Italia_2 Serie B,Empoli,35,53,44,37.2,23.6,23.9,49.6,28.0,22.4,11.7,25.9,75.5,94.6,49.0,52.3,6,10,8,7,6.2,13.3,12.5,20.0,0.0,6.7,0.0,0.0,6.2,6.7,6.2,0.0,0.0,6.7,6.2,0.0,0.0,0.0
Italia_2 Serie B,Frosinone,73,71,72,34.0,26.0,15.0,24.8,23.8,17.2,17.1,26.3,69.9,66.3,113.9,106.3,11,4,12,4,20.0,18.8,6.7,18.8,6.7,0.0,6.7,25.0,20.0,6.2,6.7,6.2,0.0,0.0,0.0,0.0,6.7,0.0
Italia_2 Serie B,Juve Stabia,56,56,56,30.7,18.9,22.2,25.3,25.0,17.5,14.6,18.9,81.5,92.7,65.6,74.9,9,4,8,7,7.7,20.0,23.1,6.7,7.7,13.3,23.1,6.7,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
Italia_2 Serie B,Mantova,44,31,38,23.1,34.8,24.4,20.3,28.5,29.8,23.7,20.9,123.1,85.7,96.9,102.8,7,9,5,9,18.8,0.0,6.2,14.3,12.5,7.1,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,7.1
Italia_2 Serie B,Modena,47,43,45,32.4,22.8,36.0,26.2,16.4,27.7,18.2,16.0,50.6,121.4,50.4,61.2,8,6,6,6,0.0,25.0,14.3,0.0,7.1,16.7,28.6,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,8.3,0.0,0.0
Italia_2 Serie B,Monza,63,56,59,36.3,28.6,23.3,44.6,21.5,16.7,23.5,24.9,59.3,58.4,100.7,55.9,10,6,9,5,12.5,14.3,6.2,7.1,0.0,14.3,18.8,14.3,0.0,14.3,18.8,0.0,6.2,0.0,0.0,0.0,0.0,0.0
Italia_2 Serie B,Palermo,75,56,66,26.2,35.7,18.3,36.7,21.3,29.4,18.1,10.2,81.5,82.5,99.0,27.9,11,3,9,6,21.4,20.0,0.0,6.7,28.6,0.0,21.4,0.0,0.0,20.0,0.0,6.7,0.0,0.0,7.1,0.0,0.0,6.7
Italia_2 Serie B,Pescara,38,56,47,19.7,35.1,32.3,21.3,24.6,29.0,19.0,10.6,125.0,82.6,58.9,49.8,6,10,9,6,12.5,20.0,18.8,6.7,0.0,0.0,0.0,13.3,0.0,6.7,0.0,0.0,6.2,0.0,0.0,6.7,0.0,6.7
Italia_2 Serie B,Reggiana,27,29,28,14.5,30.8,29.1,20.0,9.7,15.6,16.3,16.9,67.0,50.8,55.8,84.3,4,9,5,10,15.4,0.0,7.7,6.7,7.7,13.3,0.0,6.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
Italia_2 Serie B,Sampdoria,38,25,31,57.6,28.8,41.0,44.4,24.3,17.8,26.8,25.2,42.3,61.9,65.4,56.8,5,9,4,11,0.0,0.0,0.0,13.3,0.0,6.7,14.3,0.0,0.0,0.0,7.1,6.7,0.0,0.0,7.1,0.0,7.1,0.0
Italia_2 Serie B,Spezia,44,50,47,27.6,35.8,23.4,31.7,23.8,26.9,19.1,31.2,86.5,75.2,81.6,98.2,7,8,8,7,13.3,6.7,13.3,6.7,6.7,13.3,0.0,13.3,0.0,0.0,6.7,0.0,6.7,6.7,0.0,0.0,0.0,6.7
Italia_2 Serie B,Südtirol,38,44,41,24.2,38.9,29.0,26.9,17.9,16.7,25.6,11.7,73.9,43.0,88.1,43.6,6,7,7,7,15.4,0.0,7.7,7.1,7.7,7.1,0.0,14.3,15.4,14.3,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0
Italia_2 Serie B,Venezia,75,56,66,27.0,24.9,26.2,46.2,14.2,10.4,20.4,5.7,52.5,41.7,77.7,12.4,12,4,9,4,12.5,7.7,12.5,15.4,18.8,23.1,18.8,23.1,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italia_2 Serie B,Virtus Entella,56,19,38,42.1,44.0,52.0,34.7,27.3,29.5,24.4,25.8,64.9,67.1,46.9,74.3,10,6,3,12,12.5,0.0,0.0,6.7,6.2,0.0,6.2,0.0,25.0,6.7,0.0,0.0,0.0,0.0,0.0,6.7,12.5,0.0
Portugal_1 Primeira Liga,AVS,21,8,15,32.7,50.0,32.7,24.5,22.6,,24.0,20.9,69.2,,73.3,85.3,3,10,1,10,7.7,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,9.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Alverca,43,23,33,55.7,39.0,26.3,31.9,33.0,36.0,27.1,20.6,59.2,92.4,103.3,64.4,6,7,3,10,7.7,7.7,0.0,0.0,0.0,0.0,0.0,7.7,15.4,0.0,7.7,0.0,0.0,0.0,0.0,7.7,15.4,0.0
Portugal_1 Primeira Liga,Benfica,79,69,74,32.1,33.1,11.0,33.5,23.5,18.5,1.0,37.5,73.3,55.9,9.1,111.9,11,3,9,2,7.1,9.1,28.6,18.2,0.0,9.1,21.4,18.2,7.1,9.1,7.1,18.2,0.0,0.0,0.0,0.0,7.1,0.0
Portugal_1 Primeira Liga,CD Nacional,46,29,37,40.8,29.0,27.4,49.0,28.7,15.6,22.9,24.5,70.5,53.8,83.7,50.1,4,8,4,10,8.3,7.1,0.0,0.0,0.0,0.0,8.3,21.4,0.0,0.0,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,CD Tondela,14,50,31,34.0,29.0,49.3,36.2,33.9,22.5,34.0,14.5,99.8,77.7,68.9,40.2,2,9,6,6,9.1,8.3,0.0,16.7,0.0,0.0,0.0,8.3,0.0,8.3,9.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Casa Pia,33,21,27,22.8,17.3,37.3,27.3,16.9,12.3,21.9,19.2,74.2,71.2,58.6,70.1,4,7,3,9,9.1,8.3,9.1,8.3,0.0,0.0,18.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Estrela Amadora,36,15,26,29.8,45.5,25.4,25.4,17.7,50.2,20.3,13.2,59.3,110.3,79.8,52.0,5,8,2,8,0.0,10.0,7.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Portugal_1 Primeira Liga,FC Arouca,54,43,48,30.1,29.5,20.8,34.0,24.0,25.2,9.6,29.6,79.5,85.5,45.9,87.2,7,6,6,7,23.1,15.4,0.0,7.7,7.7,0.0,0.0,0.0,7.7,15.4,15.4,0.0,0.0,7.7,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Famalicão,64,54,59,31.1,49.4,36.7,62.6,27.3,23.6,13.0,25.5,87.8,47.7,35.5,40.8,9,3,7,5,25.0,0.0,8.3,8.3,0.0,8.3,16.7,0.0,8.3,16.7,0.0,0.0,8.3,16.7,0.0,8.3,8.3,0.0
Portugal_1 Primeira Liga,GD Estoril Praia,43,54,48,28.6,23.0,20.4,19.8,13.7,15.7,17.4,20.2,47.9,68.3,85.6,101.9,5,8,7,6,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Gil Vicente,62,64,63,29.9,23.2,31.2,46.7,14.3,17.5,10.6,44.3,47.9,75.2,34.0,94.9,8,5,9,3,7.7,16.7,15.4,25.0,0.0,0.0,23.1,16.7,15.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Moreirense FC,54,43,48,48.4,9.2,37.7,45.4,22.6,5.6,21.5,24.7,46.8,61.1,57.1,54.3,7,6,6,7,0.0,23.1,7.7,23.1,7.7,0.0,0.0,0.0,15.4,0.0,7.7,0.0,7.7,0.0,0.0,0.0,7.7,0.0
Portugal_1 Primeira Liga,Porto,92,79,85,27.5,37.7,,28.0,21.0,25.5,,22.7,76.3,67.5,,81.1,12,0,11,3,16.7,14.3,33.3,14.3,8.3,7.1,16.7,7.1,16.7,14.3,0.0,7.1,0.0,7.1,8.3,0.0,0.0,7.1
Portugal_1 Primeira Liga,Rio Ave FC,46,21,33,26.2,45.0,26.0,33.3,14.9,21.8,15.9,22.0,56.8,48.4,61.2,66.2,6,6,3,10,0.0,0.0,16.7,0.0,25.0,7.7,0.0,7.7,0.0,0.0,8.3,0.0,0.0,7.7,0.0,0.0,0.0,0.0
Portugal_1 Primeira Liga,Santa Clara,43,31,37,33.0,32.8,40.3,33.4,39.8,32.6,26.0,29.7,120.7,99.6,64.4,88.7,6,6,4,9,25.0,15.4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,7.7,8.3,0.0,8.3,0.0
Portugal_1 Primeira Liga,Sporting Braga,69,69,69,22.1,25.7,26.0,30.2,16.5,26.0,17.0,16.0,74.5,101.1,65.3,53.0,9,4,9,4,15.4,7.7,23.1,23.1,15.4,30.8,0.0,0.0,7.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Portugal_1 Primeira Liga,Sporting CP,92,71,81,41.3,29.2,61.0,25.2,28.4,14.1,,34.4,68.7,48.4,,136.2,11,1,10,4,16.7,0.0,16.7,21.4,0.0,14.3,25.0,14.3,0.0,14.3,0.0,7.1,8.3,0.0,16.7,0.0,8.3,0.0
Portugal_1 Primeira Liga,Vitória Guimarães,36,38,37,45.4,42.6,31.1,25.4,23.6,27.9,26.2,16.9,51.9,65.4,84.3,66.4,5,8,5,7,0.0,0.0,7.7,0.0,0.0,16.7,7.7,16.7,7.7,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,8.3
Rep_Tcheca_1 Czech Liga,Baník Ostrava,42,21,31,33.2,40.0,26.8,25.9,16.6,38.0,25.2,20.8,50.1,95.0,93.8,80.4,5,6,3,10,0.0,7.7,9.1,0.0,9.1,0.0,9.1,7.7,18.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0
Rep_Tcheca_1 Czech Liga,Bohemians 1905,38,38,38,27.4,36.2,47.0,23.1,28.2,20.2,23.7,13.5,102.8,55.8,50.4,58.3,5,7,5,7,16.7,0.0,8.3,8.3,0.0,16.7,0.0,8.3,0.0,0.0,16.7,0.0,0.0,8.3,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Dukla Praha,54,8,31,19.1,40.0,28.4,33.0,13.5,,7.2,11.8,70.3,,25.2,35.8,7,5,1,9,16.7,0.0,16.7,0.0,8.3,0.0,16.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Hradec Králové,62,54,58,28.4,29.1,40.3,35.7,19.9,20.5,5.5,30.5,70.1,70.3,13.7,85.6,8,3,7,6,9.1,15.4,18.2,7.7,18.2,0.0,9.1,23.1,0.0,0.0,9.1,0.0,9.1,7.7,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Jablonec,62,54,58,29.1,36.0,16.3,33.3,17.5,26.6,17.9,20.0,60.0,73.9,109.6,60.1,8,3,7,6,9.1,7.7,18.2,7.7,18.2,15.4,9.1,0.0,9.1,7.7,9.1,0.0,0.0,7.7,0.0,7.7,0.0,0.0
Rep_Tcheca_1 Czech Liga,Karviná,31,62,46,26.2,34.1,21.5,32.2,26.0,23.0,16.2,18.8,99.2,67.3,75.1,58.4,4,8,8,5,8.3,15.4,8.3,7.7,8.3,7.7,0.0,7.7,0.0,0.0,0.0,15.4,8.3,7.7,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Mladá Boleslav,36,25,31,18.6,43.3,13.6,22.1,16.6,10.5,6.5,18.3,89.1,24.2,47.9,82.9,5,7,3,8,16.7,0.0,16.7,0.0,0.0,0.0,0.0,9.1,8.3,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Pardubice,31,38,35,35.8,26.4,35.1,37.1,30.5,19.7,28.2,23.5,85.2,74.6,80.3,63.4,4,9,5,7,7.7,8.3,7.7,8.3,0.0,8.3,7.7,0.0,0.0,8.3,0.0,8.3,0.0,0.0,7.7,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Sigma Olomouc,54,38,46,48.6,34.4,39.7,32.6,28.0,26.9,41.9,29.0,57.7,78.2,105.6,88.8,7,3,5,8,0.0,7.7,10.0,7.7,20.0,0.0,0.0,15.4,0.0,0.0,10.0,0.0,10.0,0.0,10.0,7.7,10.0,0.0
Rep_Tcheca_1 Czech Liga,Slavia Praha,69,77,73,26.8,28.0,34.3,21.5,18.4,21.8,20.1,10.6,68.7,77.8,58.6,49.3,9,3,10,2,16.7,8.3,25.0,41.7,8.3,8.3,8.3,8.3,0.0,0.0,16.7,0.0,0.0,16.7,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Slovan Liberec,54,31,42,36.1,19.2,43.0,36.8,25.6,14.2,26.4,22.9,70.7,73.6,61.4,62.3,7,5,4,8,8.3,8.3,8.3,8.3,16.7,8.3,0.0,8.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
Rep_Tcheca_1 Czech Liga,Slovácko,31,15,23,25.2,40.5,37.5,26.1,15.0,2.1,24.1,25.6,59.6,5.2,64.4,97.9,4,8,2,9,8.3,0.0,0.0,0.0,8.3,0.0,16.7,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Sparta Praha,62,62,62,22.0,40.2,32.8,30.3,16.2,27.3,15.0,29.7,73.8,67.8,45.6,97.9,8,5,8,3,15.4,9.1,23.1,9.1,7.7,18.2,7.7,0.0,0.0,9.1,7.7,9.1,0.0,9.1,0.0,0.0,0.0,9.1
Rep_Tcheca_1 Czech Liga,Teplice,62,31,46,35.6,45.8,26.7,17.7,25.2,34.6,30.7,10.2,70.6,75.7,115.0,57.6,8,3,4,6,9.1,0.0,18.2,10.0,0.0,10.0,18.2,0.0,9.1,0.0,9.1,0.0,0.0,0.0,0.0,20.0,9.1,0.0
Rep_Tcheca_1 Czech Liga,Viktoria Plzeň,69,69,69,34.1,21.7,22.0,25.8,15.6,17.2,8.7,15.2,45.8,79.3,39.4,59.0,9,3,9,4,8.3,23.1,0.0,23.1,25.0,7.7,16.7,0.0,8.3,7.7,16.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0
Rep_Tcheca_1 Czech Liga,Zlín,54,23,38,20.9,12.3,41.2,32.0,20.0,12.7,26.6,25.2,95.7,103.3,64.5,78.6,7,6,3,7,23.1,20.0,15.4,0.0,0.0,10.0,0.0,0.0,7.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turquia_1 Super Lig,Alanyaspor,57,38,48,32.8,17.2,18.5,32.0,27.4,8.1,6.4,28.3,83.6,46.7,34.4,88.4,8,2,4,8,20.0,8.3,10.0,16.7,10.0,8.3,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Turquia_1 Super Lig,Antalyaspor,54,21,37,30.6,59.0,17.8,33.6,18.2,33.0,21.4,32.7,59.4,56.0,120.1,97.4,7,6,3,7,7.7,0.0,15.4,0.0,0.0,10.0,7.7,0.0,15.4,0.0,7.7,0.0,0.0,0.0,0.0,10.0,0.0,10.0
Turquia_1 Super Lig,Beşiktaş,64,77,70,34.6,22.8,29.8,30.0,32.5,19.8,26.4,23.6,94.0,86.8,88.5,78.6,9,5,10,3,21.4,23.1,14.3,23.1,0.0,7.7,0.0,0.0,7.1,7.7,7.1,15.4,7.1,0.0,0.0,0.0,7.1,0.0
Turquia_1 Super Lig,Eyüpspor,36,15,26,44.8,30.0,34.0,35.8,36.8,28.3,31.8,31.7,82.2,94.3,93.6,88.6,5,8,2,9,7.7,9.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,9.1,7.7,0.0,7.7,0.0,0.0,0.0,7.7,0.0
Turquia_1 Super Lig,Fatih Karagümrük,38,14,26,26.6,22.0,36.0,34.1,23.5,12.7,21.5,25.8,88.5,57.9,59.8,75.7,5,7,2,12,8.3,0.0,16.7,7.1,0.0,0.0,8.3,7.1,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0
Turquia_1 Super Lig,Fenerbahçe,69,43,56,37.3,26.5,18.7,13.0,26.6,24.3,8.0,15.3,71.3,91.8,43.0,117.5,10,3,6,6,7.7,16.7,15.4,8.3,15.4,8.3,7.7,0.0,15.4,8.3,0.0,0.0,7.7,8.3,0.0,0.0,7.7,0.0
Turquia_1 Super Lig,Galatasaray,71,83,77,20.4,28.5,28.2,60.0,19.2,21.4,30.6,21.2,93.8,75.3,108.2,35.4,9,4,10,2,38.5,16.7,7.7,16.7,7.7,16.7,0.0,16.7,7.7,8.3,7.7,0.0,0.0,0.0,0.0,8.3,0.0,0.0
Turquia_1 Super Lig,Gaziantep FK,46,50,48,34.2,40.7,17.7,25.2,29.5,24.1,23.0,12.9,86.3,59.2,129.7,51.2,6,7,7,5,15.4,8.3,0.0,8.3,7.7,0.0,0.0,16.7,7.7,0.0,7.7,16.7,0.0,0.0,7.7,8.3,0.0,0.0
Turquia_1 Super Lig,Gençlerbirliği,54,29,41,23.0,17.2,40.6,55.0,12.2,8.2,28.7,30.6,53.0,47.7,70.7,55.6,7,5,4,8,16.7,8.3,8.3,8.3,16.7,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turquia_1 Super Lig,Göztepe,54,38,46,30.3,43.8,29.5,37.0,19.0,23.5,23.3,29.7,62.6,53.7,79.1,80.3,7,2,5,6,22.2,9.1,0.0,0.0,11.1,0.0,11.1,9.1,33.3,0.0,0.0,18.2,0.0,9.1,0.0,0.0,0.0,0.0
Turquia_1 Super Lig,Kasımpaşa,23,21,22,26.0,27.3,34.8,30.7,9.9,10.0,31.4,28.7,38.1,36.6,90.3,93.6,2,9,3,9,0.0,0.0,9.1,8.3,0.0,0.0,9.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turquia_1 Super Lig,Kayserispor,31,7,19,56.5,73.5,38.5,40.6,32.8,23.3,14.9,26.6,58.1,31.7,38.6,65.4,4,8,2,10,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,8.3,0.0,0.0,0.0,8.3,8.3
Turquia_1 Super Lig,Kocaelispor,57,23,41,44.0,38.3,63.2,41.0,23.1,29.9,21.1,33.7,52.5,78.0,33.5,82.3,8,5,3,8,0.0,9.1,7.7,0.0,15.4,0.0,7.7,0.0,7.7,9.1,7.7,0.0,7.7,9.1,0.0,0.0,7.7,0.0
Turquia_1 Super Lig,Konyaspor,43,31,37,45.7,16.8,32.3,39.6,32.2,8.3,17.5,12.7,70.5,49.3,54.1,32.0,6,6,4,9,0.0,7.7,25.0,7.7,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0
Turquia_1 Super Lig,Rizespor,54,23,38,47.4,30.2,33.0,27.5,38.1,20.1,22.9,21.7,80.3,66.5,69.4,79.0,7,5,4,8,16.7,8.3,8.3,0.0,0.0,8.3,0.0,0.0,8.3,16.7,0.0,0.0,0.0,0.0,8.3,0.0,16.7,0.0
Turquia_1 Super Lig,Samsunspor,38,54,46,35.2,39.6,35.2,22.0,30.4,36.2,21.0,20.7,86.5,91.5,59.4,94.1,5,4,7,5,11.1,16.7,11.1,8.3,0.0,0.0,22.2,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,11.1,16.7
Turquia_1 Super Lig,Trabzonspor,77,57,67,27.0,39.7,24.7,25.8,18.1,26.3,12.4,15.4,67.2,66.3,50.4,59.6,10,3,7,6,7.7,7.7,38.5,7.7,0.0,7.7,7.7,0.0,7.7,15.4,15.4,0.0,0.0,7.7,0.0,7.7,0.0,0.0
